                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    220,                0.24737,                0.23157,                0.88356,                0.27666,                0.22475,                0.89067,                0.98949,                0.98076,                0.99388,                 0.9739,                0.22181,                0.14134,                0.80633,                 0.2242,                0.09361,                0.80525,             0.00017538,             0.00017538,             0.00017538
                    221,                0.24278,                0.23141,                0.88397,                0.26981,                0.21826,                0.89113,                0.98229,                0.97862,                0.99252,                0.97248,                0.22209,                 0.1415,                0.80501,                0.22437,                0.10838,                 0.8046,             0.00017331,             0.00017331,             0.00017331
                    222,                0.23874,                0.22611,                0.88303,                0.26297,                0.20238,                0.88781,                0.99161,                0.98683,                0.99315,                0.97505,                0.22137,                0.13938,                0.80435,                0.22476,                0.09628,                0.80399,             0.00017125,             0.00017125,             0.00017125
                    223,                0.24177,                0.23032,                0.88088,                0.26714,                0.20954,                0.88632,                0.99008,                0.98119,                0.99284,                0.97268,                0.22178,                0.14092,                0.80483,                0.22534,                0.09703,                0.80711,             0.00016919,             0.00016919,             0.00016919
                    224,                0.24112,                0.23007,                 0.8793,                0.27094,                0.21825,                0.88611,                0.97814,                0.98014,                0.99256,                0.97263,                0.22355,                0.14533,                0.80786,                0.22684,                0.10487,                0.80977,             0.00016713,             0.00016713,             0.00016713
                    225,                0.24184,                0.22928,                 0.8766,                0.26809,                0.20966,                0.88129,                0.97814,                  0.974,                0.99128,                0.97003,                0.22415,                0.14797,                0.80796,                0.22948,                0.10675,                0.80957,             0.00016506,             0.00016506,             0.00016506
                    226,                0.24129,                0.22113,                0.88131,                0.26753,                0.19973,                0.88584,                0.97933,                0.97001,                0.99006,                0.96948,                0.22352,                0.14638,                0.80726,                0.22674,                0.11388,                0.80749,               0.000163,               0.000163,               0.000163
                    227,                0.23941,                0.22812,                0.87921,                0.26541,                0.20855,                0.88425,                0.97774,                0.97911,                0.99112,                0.96962,                0.22403,                0.14865,                0.80764,                0.22916,                 0.1134,                0.80786,             0.00016094,             0.00016094,             0.00016094
                    228,                0.24515,                 0.2293,                0.88111,                0.26954,                0.21773,                0.88688,                0.97501,                0.98081,                0.99114,                0.96921,                0.22538,                0.15063,                0.80769,                0.23333,                0.11382,                 0.8088,             0.00015888,             0.00015888,             0.00015888
                    229,                0.24149,                0.22832,                0.87876,                0.27021,                0.21163,                0.88538,                 0.9842,                0.97275,                0.99058,                0.96952,                0.22195,                0.15121,                0.80541,                0.22638,                 0.1161,                0.80616,             0.00015681,             0.00015681,             0.00015681
                    230,                0.24307,                 0.2304,                0.87669,                0.26969,                0.21187,                0.88254,                0.98388,                0.97623,                0.99063,                0.97229,                0.22223,                0.14889,                0.80575,                0.22594,                0.11334,                0.80843,             0.00015475,             0.00015475,             0.00015475
                    231,                0.23639,                0.22458,                0.88346,                 0.2593,                0.20712,                0.88718,                 0.9669,                0.98552,                0.99102,                0.97169,                0.22178,                0.14771,                0.80562,                0.22677,                0.11072,                0.80921,             0.00015269,             0.00015269,             0.00015269
                    232,                0.23432,                 0.2246,                0.87685,                  0.259,                0.21192,                0.88276,                0.98134,                0.97398,                0.99209,                0.97359,                0.22168,                0.15221,                0.80592,                0.22917,                0.10822,                0.80867,             0.00015062,             0.00015062,             0.00015062
                    233,                0.23077,                0.21713,                 0.8775,                 0.2564,                0.20012,                0.88307,                 0.9767,                0.98346,                0.99218,                0.97279,                0.22311,                0.15036,                 0.8071,                0.23061,                0.10409,                0.81078,             0.00014856,             0.00014856,             0.00014856
                    234,                0.23448,                0.22216,                0.87623,                0.26153,                0.20595,                0.88191,                0.97431,                0.98186,                0.99193,                0.97222,                0.22373,                0.15694,                0.80777,                 0.2324,                0.10982,                0.81229,              0.0001465,              0.0001465,              0.0001465
                    235,                0.23232,                0.21923,                0.87776,                0.25891,                0.20172,                0.88262,                0.96675,                0.97189,                0.99152,                0.97072,                0.22432,                0.15261,                0.80679,                0.23301,                0.11548,                0.81052,             0.00014444,             0.00014444,             0.00014444
                    236,                0.23644,                0.21497,                0.87791,                0.26245,                 0.2001,                0.88285,                0.98249,                0.96956,                0.99195,                0.97249,                 0.2216,                0.15012,                0.80535,                0.22715,                0.10808,                0.80783,             0.00014237,             0.00014237,             0.00014237
                    237,                0.23563,                0.21439,                0.88326,                0.26391,                0.19971,                0.89036,                0.98046,                0.97441,                0.99206,                0.97232,                0.22054,                 0.1468,                0.80607,                0.22204,                0.10687,                0.80582,             0.00014031,             0.00014031,             0.00014031
                    238,                0.23742,                0.23128,                 0.8777,                0.26341,                0.21172,                0.88237,                0.97591,                0.97797,                0.99173,                0.97209,                0.22043,                0.14748,                0.80566,                 0.2217,                0.10973,                0.80574,             0.00013825,             0.00013825,             0.00013825
                    239,                0.23248,                0.21919,                0.87292,                0.25973,                0.20441,                0.87759,                0.98653,                0.97338,                0.99263,                0.97411,                0.21988,                 0.1427,                 0.8055,                  0.223,                0.09858,                0.80634,             0.00013619,             0.00013619,             0.00013619
                    240,                0.23088,                0.21485,                0.87909,                0.25427,                0.19623,                0.88531,                0.98552,                0.98804,                0.99345,                0.97404,                0.21939,                0.14097,                0.80431,                0.22199,                0.09543,                0.80483,             0.00013413,             0.00013413,             0.00013413
                    241,                0.23728,                0.21553,                0.87985,                0.26455,                0.20053,                 0.8858,                0.98134,                0.98004,                0.99256,                0.97277,                0.21822,                0.14773,                0.80289,                0.22263,                0.10655,                0.80548,             0.00013206,             0.00013206,             0.00013206
                    242,                0.22776,                0.21208,                0.87753,                0.25152,                 0.1958,                0.88363,                0.97572,                0.97689,                0.99084,                0.97053,                0.21841,                0.14837,                 0.8019,                0.22477,                 0.1126,                0.80636,                0.00013,                0.00013,                0.00013
                    243,                   0.23,                0.21508,                0.87744,                0.25474,                0.20097,                 0.8835,                0.97708,                0.97671,                0.99228,                0.97275,                0.22109,                0.14736,                0.80428,                0.22456,                0.10854,                0.80513,             0.00012794,             0.00012794,             0.00012794
                    244,                0.22421,                0.20887,                0.87416,                0.24687,                0.18883,                0.87774,                0.97772,                 0.9743,                0.99136,                0.97117,                0.22097,                0.14601,                0.80488,                0.22655,                0.11334,                0.80655,             0.00012588,             0.00012588,             0.00012588
                    245,                0.22779,                0.20868,                0.88373,                0.25424,                0.18963,                0.88836,                0.97947,                0.98416,                0.99126,                0.97295,                0.21983,                0.14344,                0.80431,                0.22344,                0.10921,                0.80435,             0.00012381,             0.00012381,             0.00012381
                    246,                0.23205,                0.21821,                0.87939,                0.26036,                 0.2102,                0.88553,                0.98884,                0.98429,                0.99193,                0.97157,                0.21995,                0.14324,                0.80489,                0.22369,                0.10329,                0.80486,             0.00012175,             0.00012175,             0.00012175
                    247,                0.22622,                0.21351,                0.87341,                 0.2497,                0.19853,                0.87818,                0.98195,                0.98343,                0.99177,                0.97177,                0.22047,                0.14264,                0.80482,                0.22515,                0.10808,                0.80545,             0.00011969,             0.00011969,             0.00011969
                    248,                0.22119,                0.20369,                0.87644,                0.24562,                0.18694,                0.88155,                0.98362,                0.97869,                0.99275,                0.97279,                0.21924,                 0.1445,                0.80378,                 0.2237,                0.10422,                0.80474,             0.00011763,             0.00011763,             0.00011763
                    249,                0.22952,                0.21038,                0.87504,                0.25485,                0.19392,                0.88197,                 0.9837,                 0.9765,                0.99189,                 0.9713,                 0.2191,                0.14597,                0.80309,                0.22493,                0.10784,                0.80545,             0.00011556,             0.00011556,             0.00011556
                    250,                0.22494,                0.20628,                0.87999,                0.24827,                0.18738,                0.88508,                0.98681,                0.98146,                0.99324,                0.97245,                0.21805,                0.14522,                0.80354,                0.22391,                0.10346,                0.80629,              0.0001135,              0.0001135,              0.0001135
                    251,                0.23062,                0.21169,                0.88361,                0.25437,                0.19211,                0.89129,                0.98359,                0.98565,                0.99364,                 0.9752,                  0.218,                 0.1389,                0.80249,                0.22461,                0.09905,                0.80582,             0.00011144,             0.00011144,             0.00011144
                    252,                0.22667,                0.20781,                0.87503,                0.25112,                0.19096,                0.88073,                  0.988,                 0.9848,                0.99391,                0.97297,                0.21871,                0.13778,                0.80227,                0.22475,                0.09731,                 0.8043,             0.00010937,             0.00010937,             0.00010937
                    253,                0.22463,                0.20745,                 0.8717,                0.24845,                0.19204,                0.87676,                0.99021,                0.98615,                0.99399,                0.97281,                0.21795,                0.13735,                0.80251,                0.22331,                0.09435,                0.80439,             0.00010731,             0.00010731,             0.00010731
                    254,                0.22594,                0.21435,                 0.8738,                0.25057,                0.19927,                0.87929,                0.98694,                0.99028,                0.99371,                0.97412,                0.21716,                 0.1384,                0.80106,                0.22073,                0.09566,                 0.8019,             0.00010525,             0.00010525,             0.00010525
                    255,                0.22468,                0.20461,                0.87472,                0.24777,                0.19105,                0.87999,                 0.9862,                0.99107,                0.99368,                0.97481,                0.21739,                0.13565,                0.80019,                0.21984,                0.09438,                0.80084,             0.00010319,             0.00010319,             0.00010319
                    256,                0.22089,                 0.2064,                0.87028,                0.24481,                0.18876,                0.87518,                0.98676,                0.98649,                 0.9934,                0.97405,                 0.2175,                0.13776,                0.80042,                0.21917,                0.09689,                0.80063,             0.00010113,             0.00010113,             0.00010113
                    257,                0.22344,                0.20457,                0.87727,                0.24796,                0.18492,                0.88243,                0.98155,                0.98582,                0.99298,                0.97352,                0.21764,                0.14209,                0.80186,                0.21996,                0.10171,                0.80247,             9.9063e-05,             9.9063e-05,             9.9063e-05
                    258,                0.21893,                0.20343,                0.87318,                0.24179,                0.18736,                0.87861,                0.98355,                0.98265,                0.99281,                0.97312,                0.21681,                0.14198,                 0.8018,                0.22053,                0.10557,                0.80271,                9.7e-05,                9.7e-05,                9.7e-05
                    259,                0.21893,                0.20307,                0.87309,                0.24072,                0.18547,                0.87855,                0.98258,                0.97917,                0.99257,                 0.9734,                0.21731,                0.14052,                0.80261,                0.22042,                0.10605,                 0.8036,             9.4937e-05,             9.4937e-05,             9.4937e-05
                    260,                0.22386,                0.20359,                0.87607,                0.24782,                0.18515,                0.88091,                0.98152,                0.98498,                 0.9924,                0.97316,                0.21742,                0.14211,                0.80201,                0.22002,                0.10571,                0.80281,             9.2875e-05,             9.2875e-05,             9.2875e-05
                    261,                0.21765,                0.20205,                0.87559,                0.23836,                0.19058,                0.88083,                0.98528,                0.97856,                0.99251,                0.97336,                0.21627,                0.13934,                0.80151,                0.21889,                0.10535,                0.80176,             9.0813e-05,             9.0813e-05,             9.0813e-05
                    262,                0.21865,                0.20211,                0.87223,                0.23817,                0.18221,                0.87679,                0.98447,                0.98381,                0.99251,                0.97291,                0.21631,                0.13836,                 0.8011,                0.22018,                0.10138,                 0.8025,              8.875e-05,              8.875e-05,              8.875e-05
                    263,                0.22292,                0.20648,                0.87217,                0.24595,                0.18753,                0.87706,                0.98354,                0.98047,                0.99239,                0.97341,                0.21631,                0.13708,                0.80115,                0.21993,                0.10402,                0.80333,             8.6688e-05,             8.6688e-05,             8.6688e-05
                    264,                0.21754,                0.20922,                0.87023,                0.24156,                0.19243,                0.87569,                0.99007,                0.97772,                0.99254,                0.97355,                0.21608,                0.13559,                0.80075,                0.21956,                0.10495,                0.80297,             8.4625e-05,             8.4625e-05,             8.4625e-05
                    265,                0.21706,                0.20132,                 0.8719,                0.23937,                0.18685,                0.87769,                 0.9889,                0.98709,                0.99307,                0.97436,                0.21512,                0.13541,                0.79988,                0.22071,                0.09683,                0.80316,             8.2562e-05,             8.2562e-05,             8.2562e-05
                    266,                0.22189,                0.20582,                  0.875,                0.24655,                0.18924,                0.87875,                0.99126,                 0.9825,                0.99307,                0.97459,                0.21558,                 0.1365,                0.80062,                 0.2227,                0.09899,                0.80391,               8.05e-05,               8.05e-05,               8.05e-05
                    267,                  0.216,                0.20158,                0.87146,                0.23782,                0.18804,                0.87569,                0.98574,                0.98592,                0.99329,                0.97441,                0.21477,                 0.1357,                0.80011,                0.21938,                0.10208,                0.80217,             7.8438e-05,             7.8438e-05,             7.8438e-05
                    268,                0.21612,                0.19521,                0.87526,                0.23873,                0.18257,                0.88001,                0.98895,                0.99056,                0.99326,                0.97426,                0.21428,                0.13695,                0.80005,                0.21798,                0.09795,                0.80223,             7.6375e-05,             7.6375e-05,             7.6375e-05
                    269,                 0.2207,                0.20132,                  0.873,                0.24229,                0.18678,                0.87754,                0.98607,                 0.9845,                0.99301,                0.97478,                0.21345,                0.14037,                0.80012,                0.21673,                0.10533,                0.80227,             7.4312e-05,             7.4312e-05,             7.4312e-05
                    270,                0.21797,                0.19837,                0.87302,                0.24384,                0.18163,                0.88014,                0.98713,                0.97658,                0.99222,                0.97395,                0.21458,                0.14404,                0.80046,                0.21819,                 0.1087,                0.80221,              7.225e-05,              7.225e-05,              7.225e-05
                    271,                 0.2157,                0.19909,                0.86771,                0.23878,                 0.1813,                0.87278,                0.98088,                0.97733,                0.99245,                 0.9724,                0.21397,                0.14359,                 0.7999,                0.21806,                 0.1129,                0.80241,             7.0188e-05,             7.0188e-05,             7.0188e-05
                    272,                0.21565,                0.19112,                 0.8726,                0.23731,                0.17636,                 0.8777,                0.98047,                 0.9876,                0.99277,                 0.9734,                0.21274,                0.14089,                0.79879,                 0.2177,                0.10334,                0.80196,             6.8125e-05,             6.8125e-05,             6.8125e-05
                    273,                0.21726,                0.19115,                0.87606,                0.23628,                0.16893,                0.87971,                0.98321,                0.98336,                0.99321,                0.97315,                 0.2134,                0.13765,                0.79918,                0.21722,                0.10232,                0.80134,             6.6062e-05,             6.6062e-05,             6.6062e-05
                    274,                0.21317,                0.18862,                0.87191,                0.23439,                 0.1678,                0.87694,                0.98688,                0.98407,                0.99311,                0.97276,                0.21261,                0.13843,                0.79875,                0.21556,                0.10077,                0.79999,                6.4e-05,                6.4e-05,                6.4e-05
                    275,                0.21451,                0.19493,                0.87323,                 0.2392,                0.17997,                0.87843,                0.98813,                0.98157,                0.99284,                0.97265,                0.21354,                0.13826,                0.79939,                0.21784,                0.10686,                0.80051,             6.1937e-05,             6.1937e-05,             6.1937e-05
                    276,                0.21305,                0.19427,                0.87539,                0.23391,                0.17671,                0.87983,                0.98606,                0.98655,                0.99261,                0.97389,                0.21456,                0.14006,                0.80072,                0.21869,                0.10837,                0.80121,             5.9875e-05,             5.9875e-05,             5.9875e-05
                    277,                0.21016,                0.19854,                0.87124,                 0.2337,                0.18453,                0.87622,                0.99362,                0.97265,                0.99193,                 0.9727,                0.21419,                0.13824,                0.80051,                0.21831,                0.10728,                0.80106,             5.7813e-05,             5.7813e-05,             5.7813e-05
                    278,                0.21617,                0.20013,                0.87585,                0.23909,                0.18429,                0.88114,                0.98562,                 0.9854,                0.99295,                0.97299,                0.21388,                0.13807,                0.80017,                0.21877,                0.10254,                0.80107,              5.575e-05,              5.575e-05,              5.575e-05
                    279,                0.21701,                0.19666,                0.87744,                0.23991,                0.17866,                0.88231,                0.98624,                0.98618,                0.99337,                0.97394,                0.21306,                0.14038,                 0.7999,                0.21719,                0.09895,                 0.8011,             5.3687e-05,             5.3687e-05,             5.3687e-05
                    280,                0.21798,                0.19437,                0.87205,                0.23868,                0.17495,                0.87564,                0.98871,                0.98875,                0.99358,                0.97438,                0.21302,                0.13893,                0.79988,                0.21588,                 0.0999,                0.80084,             5.1625e-05,             5.1625e-05,             5.1625e-05
                    281,                0.21573,                0.19399,                0.87294,                0.23742,                0.17434,                0.87777,                0.98721,                0.98693,                0.99363,                0.97456,                0.21266,                0.13613,                0.79935,                 0.2179,                0.10061,                 0.8024,             4.9562e-05,             4.9562e-05,             4.9562e-05
                    282,                0.20708,                0.19106,                0.86849,                 0.2265,                0.17456,                0.87284,                 0.9882,                0.98839,                0.99337,                0.97426,                0.21268,                0.13426,                0.79995,                0.21683,                0.09899,                0.80218,               4.75e-05,               4.75e-05,               4.75e-05
                    283,                0.21152,                0.19664,                0.87142,                0.23206,                0.18125,                0.87734,                0.98822,                0.99039,                0.99342,                0.97343,                0.21289,                0.13473,                0.80002,                0.21703,                 0.0939,                0.80208,             4.5438e-05,             4.5438e-05,             4.5438e-05
                    284,                0.21535,                0.19964,                0.87148,                0.23778,                0.17882,                0.87675,                0.98477,                0.98919,                0.99327,                0.97398,                0.21362,                0.13608,                0.80014,                0.21817,                0.09767,                0.80248,             4.3375e-05,             4.3375e-05,             4.3375e-05
                    285,                0.20967,                0.18626,                0.86799,                0.23038,                0.17104,                0.87297,                0.99052,                0.98984,                0.99338,                0.97355,                0.21302,                0.13699,                0.80023,                0.21718,                 0.0903,                0.80211,             4.1312e-05,             4.1312e-05,             4.1312e-05
                    286,                0.21166,                0.19054,                0.87121,                0.23065,                 0.1707,                0.87554,                0.98937,                0.98809,                0.99352,                0.97392,                0.21291,                0.13591,                0.80061,                0.21742,                0.09206,                0.80234,              3.925e-05,              3.925e-05,              3.925e-05
                    287,                0.20965,                0.18993,                0.86438,                0.23059,                 0.1765,                0.87058,                0.98825,                0.98833,                0.99365,                0.97416,                0.21273,                0.13725,                0.80052,                0.21781,                0.09442,                0.80248,             3.7188e-05,             3.7188e-05,             3.7188e-05
                    288,                0.21164,                0.19582,                0.87087,                0.23623,                0.18156,                0.87601,                0.98519,                0.99011,                0.99371,                0.97417,                0.21217,                0.13594,                0.79968,                0.21724,                0.09498,                0.80132,             3.5125e-05,             3.5125e-05,             3.5125e-05
                    289,                0.20824,                0.18437,                 0.8712,                0.23019,                0.16799,                0.87607,                0.98846,                0.99146,                0.99384,                0.97529,                0.21163,                0.13472,                0.79923,                0.21655,                 0.0903,                0.80072,             3.3063e-05,             3.3063e-05,             3.3063e-05
                    290,                0.20497,                0.18549,                0.87128,                0.22451,                0.17018,                0.87514,                0.98909,                0.99118,                0.99382,                0.97572,                0.21092,                0.13441,                0.79934,                0.21538,                 0.0887,                0.80081,                3.1e-05,                3.1e-05,                3.1e-05
                    291,                0.16152,                 0.1229,                0.81043,                0.16283,                 0.0818,                0.80938,                 0.9836,                0.99265,                0.99348,                0.97433,                0.21129,                0.13411,                0.80051,                0.21614,                0.09385,                0.80251,             2.8937e-05,             2.8937e-05,             2.8937e-05
                    292,                 0.1553,                0.12143,                0.81633,                0.15723,                0.08742,                0.81618,                0.98695,                0.98879,                 0.9931,                0.97173,                0.21268,                0.13394,                0.80191,                0.21634,                0.09193,                0.80306,             2.6875e-05,             2.6875e-05,             2.6875e-05
                    293,                 0.1536,                0.11166,                0.80728,                0.15466,                0.06819,                 0.8069,                0.98275,                0.98676,                0.99266,                0.97016,                0.21326,                0.13577,                0.80271,                0.21611,                 0.0944,                0.80373,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    294,                0.15183,                0.11051,                0.81408,                0.15323,                0.07098,                0.81295,                0.98102,                0.98854,                0.99324,                0.97141,                0.21337,                 0.1349,                0.80221,                0.21583,                 0.0987,                0.80334,              2.275e-05,              2.275e-05,              2.275e-05
                    295,                0.15409,                 0.1155,                 0.8047,                0.15657,                0.07831,                0.80453,                0.98347,                0.98544,                0.99319,                0.97151,                0.21279,                0.13356,                0.80173,                 0.2147,                0.09597,                0.80193,             2.0687e-05,             2.0687e-05,             2.0687e-05
                    296,                0.15094,                0.10748,                0.80399,                0.15175,                0.07221,                0.80298,                 0.9817,                0.98674,                 0.9931,                0.97132,                0.21169,                0.13385,                0.80126,                0.21393,                0.09555,                0.80135,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    297,                 0.1505,                0.10781,                0.81349,                 0.1521,                0.06552,                0.81246,                0.97703,                0.99323,                0.99337,                0.97222,                0.21108,                0.13335,                0.80095,                 0.2146,                0.09263,                0.80173,             1.6563e-05,             1.6563e-05,             1.6563e-05
                    298,                0.14786,                0.10933,                0.80376,                0.14856,                0.07273,                0.80387,                0.97616,                0.99214,                0.99332,                0.97247,                0.21101,                0.13352,                0.80088,                0.21353,                 0.0984,                0.80118,               1.45e-05,               1.45e-05,               1.45e-05
                    299,                0.14943,                0.10797,                0.80902,                0.14965,                0.06558,                0.80802,                0.97585,                0.99026,                0.99229,                0.97162,                0.21086,                 0.1335,                0.80107,                0.21412,                0.10081,                0.80184,             1.2438e-05,             1.2438e-05,             1.2438e-05
                    300,                0.14877,                0.10494,                0.81368,                0.14916,                0.06247,                0.81242,                0.97975,                 0.9918,                0.99333,                0.97337,                0.21062,                0.13359,                0.80093,                0.21366,                  0.097,                0.80163,             1.0375e-05,             1.0375e-05,             1.0375e-05
